SiteID,Lat,Long,Elev,MTAnn,Pann,pH,OrgC,NTOT,PTOT,K,Clay,Silt,Sand,Sdep
KL32,-32.1239,117.7796,374,16.3,353,5.6,0.6,0.034,29,0.08,2.8,1.8,95.4,9
KL33,-32.1233,117.7753,377,16.3,353,6.3,1.75,0.066,51,0.1,1.8,2,96.2,2
KL34,-32.1227,117.7692,377,16.3,354,5.5,0.55,0.027,22,0.06,1.3,1.6,97.1,9
KL35,-32.1239,117.7554,373,16.3,354,5.8,1.19,0.04,29,0.1,2.3,1.3,96.4,1
KL36,-32.1127,117.7548,367,16.4,351,5.9,0.54,0.025,25,0.1,3.4,2,94.6,9
KL37,-32.1204,117.7631,375,16.3,354,5.6,0.58,0.025,22,0.07,2.3,1.3,96.4,9
KL38,-32.1168,117.758,373,16.3,353,5.9,0.88,0.037,21,0.02,3.9,0.7,95.4,9
KL39,-32.1169,117.749,362,16.4,351,6.3,1.53,0.064,52,0.17,5.6,3.6,90.8,1
KL40,-32.1078,117.7514,361,16.4,350,5.5,0.42,0.023,20,0.06,3.8,2.3,93.8,2
KL41,-32.1009,117.7534,354,16.5,348,6.7,1.2,0.066,50,0.22,5,3.4,91.6,1
KL42,-32.1037,117.749,353,16.5,348,5.7,1.26,0.048,34,0.1,3.3,1.6,95.1,2
KL43,-32.103,117.7548,358,16.4,349,6.3,2.01,0.092,66,0.27,4.2,2.7,93.1,2
KL44,-32.114,117.7759,376,16.3,353,6,1.98,0.08,88,0.25,3.4,1.4,95.2,2
KL45,-32.1081,117.7976,360,16.4,348,6,0.98,0.05,28,0.08,3.4,1.2,95.4,9
KL46,-32.118,117.7698,376,16.3,353,6.1,1.12,0.059,38,0.11,3.2,2.7,94.1,5
KL47,-32.1108,117.7859,369,16.4,350,6.6,1.88,0.086,62,0.21,24.3,0,79.6,2
KL48,-32.108,117.7896,366,16.4,349,6,0.96,0.056,52,0.13,5.4,3.4,91.1,2
KL49,-32.1165,117.8027,358,16.4,348,6.2,2.36,0.109,120,0.41,3.4,1.4,95.2,1
KL50,-32.1195,117.7909,366,16.4,350,6,2.04,0.1,56,0.19,3.1,2.2,94.8,7
KN01,-32.6747,118.3361,268,16.4,331,6.2,1.72,0.093,67,0.24,1.7,3.2,95.1,2
KN02,-32.7208,118.2831,288,16.3,338,5.7,0.51,0.02,16,0.05,3.2,1.5,95.3,9
KN03,-32.7369,118.2711,320,16.1,345,5.7,0.45,0.02,15,0.12,2.4,1.1,96.5,5
KN04,-32.9422,118.3036,324,15.9,341,6.3,0.9,0.03,25,0.15,1.3,2.9,95.9,7
KN05,-32.4997,118.5514,323,16.4,334,6.1,0.85,0.053,42,0.32,2.6,5.2,92.2,3
KN06,-32.5014,118.5608,306,16.5,331,8.3,5.01,0.317,190,2.99,3.3,5.8,90.9,7
KN07,-32.5111,118.5472,307,16.4,332,7.1,2.04,0.102,74,1.32,2.7,4.1,93.2,2
KN10,-32.3992,118.3867,351,16.3,337,5.5,1.42,0.075,65,0.32,1.8,2.8,95.5,5
KN11,-32.3575,118.4961,376,16.2,340,5.6,0.86,0.032,25,0.16,2.8,1.7,95.4,7
KN12,-32.3761,118.46,368,16.2,339,6.1,0.79,0.038,55,0.17,4.2,3.1,92.7,3
KN13,-32.3967,118.8183,302,16.6,329,7.1,0.94,0.044,46,0.57,6.5,2.8,90.7,1
KN14,-32.3922,118.3702,350,16.3,337,5.8,0.74,0.042,37,0.23,1.2,2.9,95.8,4
KN15,-32.2777,118.3296,317,16.6,329,5.6,0.85,0.038,20,0.11,2.8,1.2,96,9
KN16,-32.274,118.3262,313,16.6,329,8,2.09,0.094,54,0.6,5.5,4,90.5,2
KN17,-32.4985,118.5564,317,16.4,333,8.4,1.24,0.066,45,0.56,2.9,2.7,94.4,1
KN18,-32.4966,118.559,315,16.4,332,8.4,2.18,0.141,93,1.78,0.5,3.9,95.6,2
KN19,-32.3829,118.4815,369,16.2,339,5.3,0.42,0.021,21,0.16,3.5,4.8,91.7,3
KN20,-32.3819,118.4814,369,16.2,340,6.3,1.58,0.045,35,0.25,3.6,3.3,93.1,3
KN22,-32.3484,118.1389,261,16.8,324,5.8,0.94,0.068,56,0.35,8.9,5.3,85.8,2
KN23,-32.3511,118.1265,259,16.8,324,7.9,2.66,0.15,100,2.41,2,6.8,91.2,3
KN24,-32.3339,117.8484,314,16.4,353,5.6,3.62,0.096,88,0.18,4.8,2.8,92.4,2
KN25,-32.3327,117.8474,314,16.4,353,5.8,0.74,0.028,20,0.13,2.5,3.5,94,3
KN26,-32.37,117.5855,312,16.3,367,5.5,1.06,0.045,47,0.15,6.2,5.9,87.9,3
KN27,-32.4308,118.1291,295,16.5,333,7,2.19,0.13,190,0.62,2.9,2.3,94.8,2
KN28,-32.4133,118.0924,280,16.6,332,7.3,2,0.095,67,0.24,1.3,2.1,96.6,9
KN29,-32.3508,117.8415,328,16.3,356,6.5,2.84,0.158,160,0.54,3.6,5,91.5,1
KN30,-32.3506,117.85,320,16.4,355,6.6,1.34,0.056,52,0.23,3.7,2.5,93.7,4
KN31,-32.3472,117.8199,326,16.3,356,6.4,2.26,0.105,94,0.41,3.7,2.5,93.7,1
KN32,-32.349,117.8553,315,16.4,354,6.5,1.84,0.095,62,0.39,4.2,2.9,93,1
KN33,-32.3501,117.8283,330,16.3,357,6,1.67,0.056,61,0.18,5.1,2.6,92.3,1
KN34,-32.3611,117.8556,319,16.4,355,6.5,2.36,0.113,94,0.48,5.1,3.8,91.1,2
KN35,-32.3473,117.8201,327,16.3,357,6.5,2.55,0.094,74,0.33,3.1,2.6,94.3,2
KN36,-32.3351,117.8406,318,16.4,354,6,0.76,0.035,26,0.11,2.8,1.8,95.4,4
KN37,-32.3602,117.8577,316,16.4,354,6.3,2.32,0.088,85,0.23,4.1,3.6,92.3,2
KN38,-32.3358,117.8442,316,16.4,354,6,0.95,0.038,32,0.12,2.3,2.5,95.2,2
KN39,-32.3345,117.8344,323,16.4,355,6.1,0.83,0.04,46,0.28,2.6,3.9,93.5,2
KN40,-32.3371,117.8406,319,16.4,354,6.5,0.52,0.025,30,0.12,2.8,1.8,95.4,9
KN41,-32.352,117.8613,311,16.4,353,6,0.78,0.032,30,0.19,3.2,2.9,94,2
KN42,-32.3388,117.8368,322,16.4,355,5.8,0.64,0.029,22,0.14,3.3,2.2,94.5,9
KN43,-32.3563,117.8423,331,16.3,357,6.4,2.06,0.08,88,0.32,3.3,3.8,92.9,2
LK02,-33.2036,119.715,306,15.9,333,6.6,1.48,0.069,44,0.65,2.8,2.5,94.7,1
LK04,-33.26,119.7578,302,15.9,341,6.4,1.33,0.072,60,0.33,4.2,3,92.8,2
LK05,-33.2469,119.5511,317,15.8,341,5.9,2.68,0.129,93,0.4,3.8,2.2,94,2
LK06,-33.2775,119.4953,346,15.6,349,6,1.07,0.035,18,0.13,1.9,1.5,96.7,2
LK07,-33.3361,119.4942,330,15.6,353,6.2,2.04,0.124,47,0.33,2.4,1.7,95.9,3
LK08,-33.3436,119.525,332,15.6,354,6.2,1.3,0.038,22,0.28,1.8,3.1,95.1,3
LK10,-33.0419,119.9911,351,15.8,314,6,0.63,0.031,28,0.2,4.2,2.1,93.7,1
LK11,-33.4742,119.7419,317,15.6,371,6,0.65,0.022,13,0.12,2.2,1,96.8,9
LK12,-33.2878,120.105,371,15.5,348,6.6,1.46,0.051,29,0.39,5.2,4.9,89.9,1
LK13,-33.0817,119.9981,351,15.8,318,6.6,1.15,0.042,38,0.2,4.2,2.7,93.1,2
LK14,-33.2423,119.76220000000001,308,15.9,339,7.7,2.05,0.117,85,1.08,5.6,2.7,91.7,9
LK15,-33.4997,119.6782,329,15.5,376,5.5,1.14,0.04,18,0.18,3.3,1.6,95,2
LK16,-33.3375,119.4939,330,15.6,353,6.1,2.19,0.103,54,0.32,2.8,2.5,94.7,1
LK17,-33.2451,119.8571,363,15.6,343,6.1,0.99,0.051,61,0.19,2.8,2.8,94.4,1
LK18,-33.1582,119.9608,342,15.8,325,6.5,1.5,0.067,40,0.45,19.8,2.7,77.6,2
LK19,-32.9675,119.761,341,15.9,316,5.8,0.54,0.026,18,0.18,9.9,1.6,88.5,1
LK20,-33.0885,119.6619,320,15.9,325,6.8,1.53,0.075,53,1.07,7.9,3.1,89,1
LK22,-33.2448,119.5431,317,15.8,341,6.6,2.63,0.109,58,0.81,1.7,2.7,95.6,1
LK23,-33.2719,119.6808,344,15.6,348,6,0.76,0.03,16,0.1,1.9,1.2,96.9,9
LK24,-33.2615,119.7578,302,15.9,342,6.8,1.3,0.073,58,0.28,1.5,2.3,96.3,2
ML01,-28.9807,115.0441,242,18.8,468,6,0.61,0.029,29,0.002,1.2,1.5,97.2,2
ML02,-28.9201,115.2152,246,19.1,409,5.8,0.43,0.028,31,0.002,1.9,1.6,96.5,9
ML03,-28.9179,115.4299,232,19.4,361,5.8,0.66,0.041,37,0.05,2.4,1.4,96.1,9
ML04,-28.9421,115.5474,208,19.7,350,7,1.33,0.105,220,0.42,2.6,4.1,93.3,1
ML05,-28.626,115.6444,300,19.6,320,5.6,0.97,0.075,98,0.44,4.8,4.3,90.9,2
ML06,-28.4774,115.5057,263,19.8,306,6.3,0.65,0.046,130,0.25,4.9,2.9,92.2,2
ML07,-28.4005,115.5765,290,19.8,294,5.8,0.58,0.049,100,0.38,3.5,4.6,91.9,2
ML08,-28.3091,115.3762,265,19.7,296,6.2,0.44,0.023,40,0.04,2.8,1.5,95.7,9
ML09,-28.4142,115.198,241,19.4,328,5.3,0.65,0.032,35,0.09,4.7,2,93.3,2
ML10,-28.4971,115.2216,215,19.5,334,6.9,1.44,0.124,160,0.71,6.4,6.4,87.2,5
ML11,-28.5027,115.2549,240,19.5,333,6,1.23,0.063,49,0.06,1.7,2.2,96,1
ML13,-28.7223,115.3299,240,19.4,354,6.1,0.38,0.016,25,0.02,1.9,0.7,97.3,9
ML14,-28.9478,115.5487,214,19.6,351,6.2,0.88,0.054,130,0.2,2.8,3.1,94.1,9
ML15,-28.9597,115.5499,225,19.6,354,6.7,1.84,0.122,240,0.44,3.8,3.2,93,2
ML17,-28.9909,115.0578,202,19,462,6,0.77,0.03,28,0.03,1.3,1.6,97,9
ML18,-28.8269,115.4458,227,19.5,350,5.6,0.79,0.05,89,0.13,3.7,3.6,92.7,9
ML19,-28.7436,115.0147,197,19.1,416,5.9,0.49,0.017,24,0.03,1.4,1.4,97.2,9
ML20,-29.1822,115.4139,152,19.6,389,6.1,0.86,0.054,87,0.21,1.9,4.3,93.8,2
ML21,-29.1453,115.3515,152,19.6,400,6,1.46,0.082,87,0.07,1.3,3.2,95.5,2
ML23,-28.615,115.9547,350,19.5,301,6.1,0.73,0.047,82,0.44,3.2,4.3,92.5,3
ML24,-28.6338,115.6367,306,19.5,322,6.2,0.62,0.035,58,0.2,1.5,4.4,94.1,2
ML25,-28.4131,115.1998,247,19.4,328,5.8,0.7,0.029,42,0.07,5.4,3.9,90.7,2
ML26,-28.412,115.2004,249,19.4,328,5.4,1.67,0.073,40,0.05,6,3.3,90.7,2
MN01,-31.7416,119.0839,412,16.8,322,6.8,0.54,0.028,38,0.44,5.8,3.2,91,1
MN02,-31.0016,118.6928,317,18,273,8.3,3.34,0.215,170,2.32,4.5,5.5,90,3
MN03,-31.4113,118.5082,357,17.3,317,5.9,1.09,0.032,28,0.08,2.5,2.5,95,1
MN04,-31.5964,118.7566,437,16.8,328,5.8,1.05,0.048,46,0.2,7.2,3.1,89.7,2
MN05,-31.5777,118.7401,425,16.8,326,5.5,0.53,0.023,22,0.06,2.8,2.3,94.9,9
MN06,-31.7614,119.0734,418,16.7,325,6,1.5,0.071,50,0.15,0.7,2.5,96.8,4
MN07,-31.2119,118.3031,365,17.5,300,5.9,0.66,0.046,77,0.19,1.8,2.6,95.6,2
MN10,-31.2446,118.4078,327,17.7,296,6.6,0.77,0.052,86,0.54,3.8,3.4,92.7,2
MN11,-31.2565,118.396,326,17.7,297,5.1,0.96,0.037,44,0.14,10.2,2.6,87.3,2
MN12,-31.1688,118.4388,294,17.9,284,8.6,1.78,0.125,130,1.92,2.1,6.6,91.3,6
MN13,-31.1478,118.4757,295,18,282,6.9,0.62,0.037,93,0.47,5.8,4.9,89.4,5
MN14,-31.1778,118.4281,292,17.9,285,7.8,1.38,0.085,92,1.31,3,4.1,92.9,4
MN15,-31.1672,118.415,288,18,283,6.9,1.38,0.052,81,0.39,1.7,2.2,96,9
MN17,-31.4242,118.6841,373,17.3,314,5.8,1.56,0.065,62,0.2,7.7,3.1,89.1,3
MN18,-31.4055,118.6844,367,17.3,312,6.1,0.76,0.028,32,0.13,4.8,2.9,92.3,4
MN19,-31.3997,118.6846,365,17.3,311,6.2,1.66,0.068,58,0.25,7.6,4.4,88,1
MN20,-31.2075,118.1648,355,17.5,300,6.3,0.86,0.04,51,0.26,2.6,4.4,93,2
MN21,-31.9109,119.0831,457,16.4,348,5.7,0.83,0.029,24,0.06,2.8,1.8,95.5,2
MN22,-31.4903,118.8965,447,16.8,324,6.6,0.7,0.037,55,0.25,2.4,2.7,94.9,2
MN23,-31.4888,118.898,444,16.8,323,4.9,2.28,0.08,41,0.14,12.1,4.4,83.5,1
MN24,-31.5013,118.8816,434,16.9,322,5.7,0.41,0.021,22,0.09,2.3,1.9,95.8,9
MN25,-31.6033,118.7697,449,16.7,329,6.4,0.85,0.032,33,0.07,1.8,2.5,95.8,5
MO01,-29.4646,116.2096,309,19,326,6.1,0.45,0.027,40,0.13,1.3,3,95.7,9
MO02,-29.4786,116.2083,315,19,327,7.4,1.11,0.09,210,1.5,3.3,5.4,91.3,1
MO03,-29.2445,116.1022,271,19.4,317,6.6,0.85,0.06,140,0.39,2.5,5.3,92.2,4
MO05,-29.1001,115.9934,295,19.4,326,5.3,0.53,0.033,46,0.09,2.5,2.9,94.7,2
MO06,-28.8788,115.8429,369,19.1,343,5.9,0.74,0.056,74,0.39,1.7,4.2,94.1,3
MO07,-29.1102,116.1975,254,19.7,296,7.3,1.12,0.08,180,0.62,2.7,4.2,93.1,2
MO09,-29.2536,116.3685,288,19.4,301,5.5,1.05,0.054,130,0.22,2.4,5.2,92.4,2
MO10,-29.2593,116.3849,285,19.5,300,6.1,0.71,0.047,73,0.23,2.8,3.9,93.3,5
MO12,-29.1893,116.4742,257,19.7,288,7.1,0.98,0.068,160,0.62,4.3,3.4,92.2,1
MO13,-29.1954,116.3161,273,19.5,297,5.8,0.99,0.061,220,0.52,5,6.4,88.6,1
MO14,-29.2029,116.2162,425,18.7,322,6.1,1.58,0.075,220,0.26,4.5,4.7,90.8,2
MO15,-29.0827,115.99,304,19.3,326,5.8,0.89,0.044,69,0.13,1.8,2.8,95.4,4
MO16,-28.8819,115.8443,369,19.1,343,6.8,0.62,0.045,94,0.39,4.8,7.2,88,1
MO17,-28.8976,115.8592,369,19.1,343,6.9,0.64,0.053,94,0.3,4.2,5,90.8,1
NO01,-28.5696,114.6414,108,19.1,455,6.4,1.02,0.073,110,0.43,2.3,4.2,93.5,3
NO02,-28.5471,114.6612,143,19,460,5.8,1.19,0.065,64,0.33,1.7,4.5,93.8,1
NO03,-28.5456,114.6653,145,18.9,460,6.4,1.9,0.109,74,0.27,0,4,96,1
NO04,-28.5378,114.6706,156,18.9,460,5.5,1.44,0.046,23,0.05,0.9,1.3,97.8,1
NO05,-28.5358,114.7348,155,19,453,5.4,1.08,0.052,52,0.15,1.1,4,94.9,1
NO06,-28.5312,114.7381,159,18.9,452,5.8,0.78,0.033,22,0.07,0.4,1.9,97.7,9
NO07,-28.0001,114.6315,247,19.1,357,6.8,1.39,0.082,120,0.42,2.7,3.7,93.7,1
NO10,-28.1023,114.5687,219,19,390,7.9,1.03,0.079,69,0.14,2.4,0.6,97,9
NO11,-27.9906,114.1931,29,19.9,404,5.9,0.42,0.021,30,0.06,8.6,6.9,84.4,9
NO13,-28.5448,114.6636,145,18.9,459,6,1.31,0.06,73,0.16,7.3,3.9,88.8,2
NO14,-28.4782,114.6326,188,18.8,464,5.9,1.19,0.048,56,0.13,3.5,4.4,92.1,1
NO15,-27.8879,114.2188,198,19.2,400,6,0.72,0.031,27,0.05,0.4,1.7,97.8,1
NO16,-27.8912,114.538,243,19.2,349,6.1,0.49,0.018,20,0.05,1,1.1,97.9,9
NO18,-28.1707,114.6455,258,18.8,399,6.2,0.93,0.054,120,0.19,2.1,4.6,93.3,1
NO20,-28.0887,114.2024,83,19.5,427,8.3,2.63,0.219,360,0.16,0.4,2,97.5,9
NR01,-32.6111,117.1,289,15.9,427,5.9,0.69,0.028,27,0.06,1.8,1.3,96.8,9
NR02,-33.0908,117.1714,343,15.3,474,6.1,1.58,0.054,35,0.12,1.2,2.1,96.7,9
NR03,-32.7828,116.865,301,15.4,514,6.6,4.37,0.151,120,0.59,3.7,3.6,92.7,2
NR04,-32.8108,116.8897,287,15.5,508,6.4,2.47,0.106,120,0.33,2.6,4.7,92.7,2
NR05,-32.8544,116.8292,306,15.3,530,5.6,4.19,0.157,96,0.35,1.1,2.6,96.3,3
NR06,-33.0528,117.2408,303,15.6,448,6,3.68,0.136,120,0.46,2.7,2.2,95.1,4
NR07,-33.1461,117.0536,301,15.4,485,5.7,1.51,0.07,47,0.12,1.7,3.4,95,2
NR08,-33.1275,117.0725,304,15.4,483,6.1,0.91,0.03,31,0.13,2,2.2,95.8,5
NR09,-32.7692,116.9522,340,15.3,501,5.9,1.93,0.066,20,0.1,0.3,1.3,98.3,9
NR10,-32.7533,116.9453,334,15.4,499,6.2,3.61,0.185,84,0.52,5.1,3.9,90.9,2
NR11,-32.7342,116.9486,308,15.5,488,5.7,2.79,0.093,93,0.22,2.6,3.8,93.6,3
NR12,-32.7814,116.9492,341,15.3,504,5.3,8.01,0.184,81,0.31,3.9,1.7,94.4,2
NR13,-32.7885,116.8909,303,15.5,509,5.7,1.19,0.041,22,0.1,2.7,0.8,96.4,9
NR14,-32.7571,116.8546,378,15,533,6.3,2.47,0.127,94,0.43,2.7,4.5,92.9,4
NR15,-32.7984,117.0706,331,15.5,470,6.1,7.89,0.179,140,0.69,3.2,2,94.9,1
NR16,-32.7986,117.0706,331,15.5,470,5.6,2.53,0.09,96,0.24,2.5,4.2,93.3,2
NR17,-32.7988,117.0756,331,15.5,468,5.8,1.94,0.067,67,0.2,2.7,2.4,94.9,9
NR18,-32.7893,117.0855,338,15.5,464,6,4.03,0.144,80,0.27,4.8,1.8,93.4,2
NR19,-32.7389,117.1574,306,15.7,425,6.3,2.59,0.129,140,0.56,3,4.5,92.5,1
NR20,-32.7446,117.1565,308,15.7,426,6.2,3.61,0.22,150,0.33,1.6,3.3,95.1,1
NR21,-32.7412,117.1483,309,15.7,428,6.5,2.74,0.107,130,0.52,3.2,4.8,91.9,4
NR22,-32.7464,117.1644,309,15.7,425,5.4,1.26,0.062,50,0.22,4,3.8,92.2,2
NR23,-33.0762,117.2717,288,15.6,436,6,4.06,0.143,87,0.37,6.3,3.4,90.2,6
PI01,-33.1489,118.8294,376,15.4,364,6,0.55,0.024,17,0.15,2.8,1.8,95.4,9
PI02,-33.3306,118.8083,301,15.6,351,6.4,1.01,0.052,39,0.3,2.8,1.8,95.4,1
PI05,-33.3597,118.7472,297,15.6,350,5.9,0.86,0.05,35,0.23,3.8,2.5,93.7,4
PI06,-33.4414,118.9081,309,15.5,359,6.1,0.68,0.027,15,0.16,2.9,2.4,94.6,2
PI07,-33.4947,119.0481,332,15.3,366,6,2.63,0.083,35,0.35,3.8,2.5,93.7,2
PI08,-33.4922,119.0911,311,15.4,363,6.6,3.7,0.179,90,1.08,2.8,1.2,96,1
PI09,-33.5672,119.1275,273,15.6,364,6.3,0.74,0.031,18,0.1,1.9,1.5,96.7,9
PI10,-33.5678,119.1492,264,15.6,363,7.9,3.93,0.302,200,2,5.7,8.7,85.7,9
PI11,-33.6164,119.1994,258,15.6,369,5.9,0.6,0.027,15,0.09,2.3,1.8,95.9,9
PI12,-33.6769,119.0811,304,15.3,380,6.4,2.4,0.101,68,0.29,2.9,2.9,94.3,1
PI13,-33.7031,118.9831,343,15,389,5.7,0.66,0.022,14,0.07,2.3,1.9,95.8,1
PI14,-33.1599,118.8019,379,15.4,363,6.3,2.54,0.126,65,0.64,3.3,3.3,93.3,1
PI15,-33.3665,118.8992,318,15.5,357,6.3,1.1,0.05,38,0.31,3.8,2.6,93.6,2
PI16,-33.4761,119.0788,320,15.4,363,6.2,0.99,0.039,17,0.2,6.6,6.9,86.5,1
PI17,-33.4665,119.0528,367,15.2,370,6.3,1.18,0.039,16,0.18,2.8,1.8,95.4,2
PI18,-33.3671,118.9341,321,15.5,357,5.9,0.45,0.012,11,0.05,2.9,0.5,96.6,9
PI19,-33.2754,118.7462,300,15.7,347,6.6,1.14,0.051,40,0.26,2.9,2.9,94.3,2
PI21,-33.2226,118.7314,306,15.7,345,6.2,1.14,0.045,33,0.27,2.3,2.6,95.1,1
PI23,-33.2414,118.7049,286,15.8,341,6.1,1.22,0.04,24,0.06,3.4,0.9,95.7,9
PI24,-33.2961,118.5978,331,15.5,345,6.8,2.48,0.101,74,0.66,3,4.7,92.3,2
PI25,-33.1768,118.8251,375,15.4,363,7.2,1.33,0.072,70,0.67,6.2,8.1,85.7,2
QU01,-31.8539,117.618,356,16.7,346,5.7,0.81,0.054,42,0.17,2.3,2.7,95,4
QU02,-31.7892,117.4959,255,17.3,333,6.2,0.56,0.023,15,0.1,2.8,1.7,95.4,1
QU03,-31.7788,117.4728,276,17.2,340,6.1,2.44,0.11,82,0.38,2.4,4.1,93.5,1
QU04,-31.9858,117.4988,234,17.1,332,5.7,0.5,0.022,23,0.1,1.9,1.5,96.5,9
QU05,-32.0412,117.5219,245,17,334,6.2,1.67,0.106,98,0.36,4.1,4.8,91.2,5
QU06,-32.1256,117.5091,313,16.6,356,6.8,1.31,0.076,56,0.34,17.7,4,78.3,1
QU09,-32.0836,117.3681,226,17,346,7,0.99,0.06,100,0.82,5.2,5.2,89.7,1
QU10,-31.9912,117.4056,244,17,341,5.7,0.76,0.03,28,0.06,3.7,2.2,94.1,2
QU11,-32.0267,117.367,248,17,348,5.9,0.43,0.023,42,0.11,0.6,2.8,96.6,4
QU12,-32.0209,117.383,247,17,345,6.5,0.94,0.049,57,0.3,1.2,3.2,95.6,2
QU14,-31.7791,117.4712,278,17.2,341,6.1,1.73,0.057,33,0.17,2.1,2.8,95,6
QU15,-32.0057,117.3143,347,16.4,380,5.5,5.88,0.184,98,0.35,7.5,8,84.5,2
QU16,-31.878,117.5458,239,17.3,326,6.4,1.67,0.088,71,0.44,4.2,6.1,89.8,2
QU17,-32.0484,117.4079,225,17.1,339,6.2,1.3,0.066,74,0.39,1.7,4.7,93.7,2
QU18,-32.0939,117.2381,257,16.8,372,6,0.88,0.038,47,0.13,1.8,2.8,95.4,9
QU19,-31.9155,117.4511,268,17,343,6.1,1.37,0.072,72,0.26,4.1,3.6,92.3,1
QU20,-31.9853,117.3558,297,16.7,361,5.8,1.26,0.089,81,0.23,1.6,3.5,94.9,3
QU21,-32.1968,116.7836,257,16.3,473,6.7,1.62,0.063,48,0.23,2.8,3.1,94.1,2
QU22,-31.7985,117.4688,293,17.1,346,5.6,1.81,0.129,150,0.12,1.5,4,94.6,1
QU23,-31.7945,117.4635,301,17,348,5.6,0.37,0.024,25,0.12,1.7,2.2,96.1,9
QU24,-31.7991,117.4693,293,17.1,345,6.3,0.48,0.036,36,0.06,3.3,1.6,95.1,9
QU25,-31.7937,117.4636,301,17,348,5.9,0.52,0.032,30,0.07,3.8,2.1,94.1,1
QU26,-31.792,117.468,292,17.1,345,6.7,1.46,0.074,67,0.2,1.6,3,95.4,5
QU27,-31.7908,117.4775,277,17.2,340,6.2,1.06,0.046,45,0.08,2.3,2.5,95.2,1
QU28,-31.7923,117.5062,248,17.3,331,5.7,0.51,0.026,23,0.04,2.3,1.3,96.4,9
QU29,-31.7898,117.4759,278,17.1,341,5.8,0.56,0.03,25,0.06,3.3,1.9,94.8,1
QU30,-31.7935,117.5033,249,17.3,331,6.2,0.68,0.034,28,0.06,2.3,1.6,96.1,9
QU31,-31.7914,117.4939,255,17.3,334,5.9,0.48,0.024,21,0.04,3.3,1.6,95.1,9
QU32,-31.7889,117.4964,255,17.3,333,5.8,0.69,0.03,22,0.03,2.7,1.4,95.9,1
QU33,-31.7824,117.4721,279,17.1,341,6.4,1.96,0.07,62,0.26,2.6,3.5,94,1
QU34,-31.7822,117.4719,279,17.1,341,6.6,2.43,0.096,72,0.48,1.6,3.8,94.7,2
